route,count
North Moore St & Greenwich St → Vesey St & Church St,3651
W 21 St & 6 Ave → 9 Ave & W 22 St,2851
Vesey St & Church St → North Moore St & Greenwich St,2824
1 Ave & E 62 St → 1 Ave & E 68 St,2768
River Ter & Warren St → Vesey Pl & River Terrace,2213
