route,count
W 21 St & 6 Ave → 9 Ave & W 22 St,1167
E 48 St & 5 Ave → W 41 St & 8 Ave,1079
E 77 St & 1 Ave → E 77 St & 3 Ave,1076
Norfolk St & Broome St → Henry St & Grand St,1048
W 41 St & 8 Ave → E 48 St & 5 Ave,1006
